Title,Author,Publisher,Subjects,item_id,Subjects_list
neurosciences,purves dale,de boeck supérieur,système nerveux; neurophysiologie; neurosciences; nervous system physiological phenomena; neurochemistry; manuels denseignement supérieur; textbook,14334,"['système nerveux', ' neurophysiologie', ' neurosciences', ' nervous system physiological phenomena', ' neurochemistry', ' manuels denseignement supérieur', ' textbook']"
les concepts en sciences infirmières,unknown author,mallet conseil,conceptssoins infirmiers; nursing; nursing research; concept formation; nursing process; méthodologie et recherche; soins infirmiers soins à domicile,14335,"['conceptssoins infirmiers', ' nursing', ' nursing research', ' concept formation', ' nursing process', ' méthodologie et recherche', ' soins infirmiers soins à domicile']"
urg pediatrie toutes les situations durgence pediatrique en poche,unknown author,arnette,pediatrics; pediatric emergency medicine; emergency medicine; urgences en pédiatrie; chirurgie pédiatrique; enfantslésions et blessures,14336,"['pediatrics', ' pediatric emergency medicine', ' emergency medicine', ' urgences en pédiatrie', ' chirurgie pédiatrique', ' enfantslésions et blessures']"
ethique et responsabilité en médecine,benaroyo lazare,médecine hygiène,éthiquemédecine clinique; ethics medical; clinical medicine; physicians role; bioéthiquemédecineresponsabilité; éthique,14337,"['éthiquemédecine clinique', ' ethics medical', ' clinical medicine', ' physicians role', ' bioéthiquemédecineresponsabilité', ' éthique']"
fixed income securities valuation risk and risk management,veronesi pietro,wiley,valeurs mobilières à revenus fixes; gestion du risque,14338,"['valeurs mobilières à revenus fixes', ' gestion du risque']"
derivatives markets,mcdonald robert l 1954 robert lynch,pearson,marchés à terme dinstruments financiers; manuels denseignement supérieur,14339,"['marchés à terme dinstruments financiers', ' manuels denseignement supérieur']"
guerre et société 12701480,unknown author,atlande,guerre; histoire militaire; 13e siècle15e siècle; france; grandebretagne,14340,"['guerre', ' histoire militaire', ' 13e siècle15e siècle', ' france', ' grandebretagne']"
les croisades vues par les arabes,maalouf amin 1949,jai lu,croisades; orient et occidentmoyen âge,14341,"['croisades', ' orient et occidentmoyen âge']"
la crise de 1929,hautcoeur pierrecyrille,la découverte,krach boursier 1929; crise économique1929,14342,"['krach boursier 1929', ' crise économique1929']"
le cineœil de la revolution ecrits sur le cinema,vertov dziga,les presses du reel,vertov dziga18961954; vertov dziga; motion pictures; cinema et revolution; cinéma et révolution; théorie du cinéma; russie; technique; revolution; histoire du cinema russe,14343,"['vertov dziga18961954', ' vertov dziga', ' motion pictures', ' cinema et revolution', ' cinéma et révolution', ' théorie du cinéma', ' russie', ' technique', ' revolution', ' histoire du cinema russe']"
queer et fières,ellis rowan,gallimard jeunesse,identité sexuelle; orientation sexuelle; minorités sexuelles,14344,"['identité sexuelle', ' orientation sexuelle', ' minorités sexuelles']"
egalité les garanties de la constitution fédérale du 18 avril 1999,grisel etienne jacques 1944,stämpfli,égalité des sexessuisse constitution de 1999; droit constitutionnelégalité des sexessuisse; égalité droit constitutionnelsuisse; droit constitutionnel; droits de lhomme; égalité; égalité devant la loi; égalité des sexes; discrimination; droit du travail; rechtsgleiche behandlung; rechtsgleichheit in der rechtssetzung; gleichheit von mann und frau; willkürverbot; rechtsgleichheit in der rechtsanwendung; verfassungsmässiges recht auf treu und glaubensschutz; treu und glauben; fair trial; anspruch auf rechtliches gehör; unentgeltliche rechtspflege; verfahrensgarantie der bundesverfassung; suisse; schweiz,14345,"['égalité des sexessuisse constitution de 1999', ' droit constitutionnelégalité des sexessuisse', ' égalité droit constitutionnelsuisse', ' droit constitutionnel', ' droits de lhomme', ' égalité', ' égalité devant la loi', ' égalité des sexes', ' discrimination', ' droit du travail', ' rechtsgleiche behandlung', ' rechtsgleichheit in der rechtssetzung', ' gleichheit von mann und frau', ' willkürverbot', ' rechtsgleichheit in der rechtsanwendung', ' verfassungsmässiges recht auf treu und glaubensschutz', ' treu und glauben', ' fair trial', ' anspruch auf rechtliches gehör', ' unentgeltliche rechtspflege', ' verfahrensgarantie der bundesverfassung', ' suisse', ' schweiz']"
arrête tu me fais mal la violence domestique en 60 questions et 59 réponses,welzerlang daniel,payot rivages,violence conjugale; femmehomme masculinvie conjugaleviolence; aide psychosocialecoupleviolence prévention; couplefemme maltraitée; violence entre conjoints; familleviolence,14346,"['violence conjugale', ' femmehomme masculinvie conjugaleviolence', ' aide psychosocialecoupleviolence prévention', ' couplefemme maltraitée', ' violence entre conjoints', ' familleviolence']"
les grands arrêts de droit international pénal,unknown author,dalloz,internationales strafrecht; internationales strafgericht; gerichts und verwaltungspraxis; entscheidsammlung,14347,"['internationales strafrecht', ' internationales strafgericht', ' gerichts und verwaltungspraxis', ' entscheidsammlung']"
the curious incident of the dog in the nighttime,haddon mark,vintage,unknown subjects,14348,['unknown subjects']
full stop le génocide des tutsi du rwanda,debomy frédéric,cambourakis,unknown subjects,14349,['unknown subjects']
le génocide des tutsi du rwanda,piton florent,la découverte,génocide des tutsi 1994,14350,['génocide des tutsi 1994']
le génocide des tutsi au rwanda,reyntjens filip,que saisje,génocide des tutsi 1994,14351,['génocide des tutsi 1994']
garzanti francese francese italiano italiano francese,unknown author,garzanti linguistica,dictionnaires italiens,14352,['dictionnaires italiens']
lanalyse quantitative des données,martin olivier 1966,armand colin,statistiques sociales; recherche quantitative; analyse des données,14353,"['statistiques sociales', ' recherche quantitative', ' analyse des données']"
manuel daménagement du territoire pour la suisse romande,bridel laurent 1935,georg,aménagement du territoiresuisse romandemanuel; raumplanung und öffentliches baurecht; schweiz,14354,"['aménagement du territoiresuisse romandemanuel', ' raumplanung und öffentliches baurecht', ' schweiz']"
guide de communication en français,martins cidália,didier,français langue étrangère; français langue; communication orale; manuels pour allophones; manuels pour allophones,14355,"['français langue étrangère', ' français langue', ' communication orale', ' manuels pour allophones', ' manuels pour allophones']"
cronica de una muerte anunciada,garcía márquez gabriel 19272014,literatura random house,unknown subjects,14356,['unknown subjects']
lartthérapie,klein jeanpierre psychiatre,presses universitaires de france,artthérapie,14357,['artthérapie']
entre art et thérapie réflexions partagées,unknown author,infolio editions,artthérapie,14358,['artthérapie']
practical implementation science moving evidence into action,unknown author,springer publishing,implementation science,14359,['implementation science']
theoretical basis for nursing,mcewen melanie,wolters kluwer,nursing theory; théorie philosophie; soins infirmiers,14360,"['nursing theory', ' théorie philosophie', ' soins infirmiers']"
lart de le voyage de chihiro un film de hayao miyazaki,mallet christian,glénat,miyazaki hayao; miyazaki hayao; sen to chihiro no kamikakushi; le voyage de chihiro; spirited away; chihiros reise ins zauberland hayao miyazaki japon 2001 ; cinématournages; cinémaproduction et réalisation; anecdotes,14361,"['miyazaki hayao', ' miyazaki hayao', ' sen to chihiro no kamikakushi', ' le voyage de chihiro', ' spirited away', ' chihiros reise ins zauberland hayao miyazaki japon 2001 ', ' cinématournages', ' cinémaproduction et réalisation', ' anecdotes']"
psychologie de la sante,ogden jane,de boeck superieur,psychology clinical; psychology medical; behavioral medicine; psychologie de la santé; santépsychologie,14362,"['psychology clinical', ' psychology medical', ' behavioral medicine', ' psychologie de la santé', ' santépsychologie']"
les recours universitaires,geissbühler grégoire,schulthess éd romandes,verwaltungs und verwaltungsgerichtsverfahren; einsprache; prüfungsergebnis; statistik; student; plagiat; täuschung; besonderer umstand; privates interesse; numerus clausus; berufsausbildung; gerichts und verwaltungspraxis; richterliche behörde; oberstes gericht; bundesgericht; kantonale behörde; schweiz; genfkanton; entscheidsammlung,14363,"['verwaltungs und verwaltungsgerichtsverfahren', ' einsprache', ' prüfungsergebnis', ' statistik', ' student', ' plagiat', ' täuschung', ' besonderer umstand', ' privates interesse', ' numerus clausus', ' berufsausbildung', ' gerichts und verwaltungspraxis', ' richterliche behörde', ' oberstes gericht', ' bundesgericht', ' kantonale behörde', ' schweiz', ' genfkanton', ' entscheidsammlung']"
nouveau manuel sur la pauvreté en suisse,schuwey claudia 1975,caritas,pauvreté; indicateurs de pauvreté; aide sociale; suisse,14364,"['pauvreté', ' indicateurs de pauvreté', ' aide sociale', ' suisse']"
les mystères deleusis,foucart paul françois,dualpha,mystères éleusiniens,14365,['mystères éleusiniens']
bescherelle la conjugaison pour tous les tableaux de conjugaison la grammaire du verbe liste alphabétique des verbes,unknown author,hatier,unknown subjects,14366,['unknown subjects']
surmonter le tdah de ladulte mon programme en 16 étapes pour le tdah de ladulte,lopez régis,autoédition,trouble déficitaire de lattention avec ou sans hyperactivité,14367,['trouble déficitaire de lattention avec ou sans hyperactivité']
dalf c1c2 250 activités,unknown author,cle international,français languequestions; français langue; examens; problèmes et exercices; manuels pour allophones,14368,"['français languequestions', ' français langue', ' examens', ' problèmes et exercices', ' manuels pour allophones']"
faire reussir les eleves avec la pedagogie differenciee en cycle 2 cp ce1 ce2 programme 2016,battut eric 1961,retz,enseignement individualisé; classes hétérogènes; pédagogie par objectifs; enseignement primairefrancecours préparatoire; enseignement primairefrancecours élémentaire; réussite scolaire,14369,"['enseignement individualisé', ' classes hétérogènes', ' pédagogie par objectifs', ' enseignement primairefrancecours préparatoire', ' enseignement primairefrancecours élémentaire', ' réussite scolaire']"
la personnalisation des apprentissages agir face à lhétérogénéité à lécole et au collège,connac sylvain,esf éditeur,enseignementméthodes actives; motivation en éducation; psychologie de lapprentissage; classes hétérogènes; enseignement individualisé,14370,"['enseignementméthodes actives', ' motivation en éducation', ' psychologie de lapprentissage', ' classes hétérogènes', ' enseignement individualisé']"
la fête des mères,massonaud emmanuelle,hachette éducation,fête des mères; ouvrages pour la jeunesse; livres premières lectures,14371,"['fête des mères', ' ouvrages pour la jeunesse', ' livres premières lectures']"
moi jadore la maîtresse déteste,brami elisabeth,ed du seuil jeunesse,bêtises denfants; enseignants; ouvrages pour la jeunesse,14372,"['bêtises denfants', ' enseignants', ' ouvrages pour la jeunesse']"
le loup est revenu,pennart geoffroy de,kaléidoscope,unknown subjects,14373,['unknown subjects']
atlas danatomie générale et radiologique,dillenseger jeanphilippe,elsevier masson,anatomy; anatomy regional; diagnostic imaging; imagerie médicale; anatomie humaine; anatomie humaineimagerie médicaleatlas; anatomie humaineradiographieatlas; atlas,14374,"['anatomy', ' anatomy regional', ' diagnostic imaging', ' imagerie médicale', ' anatomie humaine', ' anatomie humaineimagerie médicaleatlas', ' anatomie humaineradiographieatlas', ' atlas']"
